,team,web_name,id_x,chance_of_playing_next_round,now_cost,minutes,team_name,first_name,second_name,full_name,matches,name,link,season,fuzz_ratio
271,13,Henderson,305,,55,3240,Man Utd,Dean,Henderson,DeanHenderson,Jordan_Henderson,Jordan_Henderson,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Jordan_Henderson,2017-18,85
272,13,Rashford,306,,95,2645,Man Utd,Marcus,Rashford,MarcusRashford,Marcus_Rashford,Marcus_Rashford,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Marcus_Rashford,2017-18,93
273,13,Tuanzebe,307,,45,187,Man Utd,Axel,Tuanzebe,AxelTuanzebe,Axel_Tuanzebe,Axel_Tuanzebe,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Axel_Tuanzebe,2017-18,92
274,13,Lindelöf,308,,50,3092,Man Utd,Victor,Lindelöf,VictorLindelöf,Victor_Lindelöf,Victor_Lindelöf,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Victor_Lindel%C3%B6f,2017-18,93
275,13,McTominay,309,,50,1765,Man Utd,Scott,McTominay,ScottMcTominay,Scott_McTominay,Scott_McTominay,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Scott_McTominay,2017-18,93
276,13,Bailly,310,,50,148,Man Utd,Eric,Bailly,EricBailly,Eric_Bailly,Eric_Bailly,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Eric_Bailly,2017-18,90
278,13,Fosu-Mensah,312,,45,136,Man Utd,Timothy,Fosu-Mensah,TimothyFosu-Mensah,Timothy_Fosu-Mensah,Timothy_Fosu-Mensah,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Timothy_Fosu-Mensah,2017-18,94
279,13,Wan-Bissaka,313,,55,3070,Man Utd,Aaron,Wan-Bissaka,AaronWan-Bissaka,Aaron_Wan-Bissaka,Aaron_Wan-Bissaka,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Aaron_Wan-Bissaka,2017-18,94
284,14,Carroll,320,,55,617,Newcastle,Andy,Carroll,AndyCarroll,Andy_Carroll,Andy_Carroll,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Andy_Carroll,2017-18,91
285,14,Shelvey,321,,55,2118,Newcastle,Jonjo,Shelvey,JonjoShelvey,Jonjo_Shelvey,Jonjo_Shelvey,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Jonjo_Shelvey,2017-18,92
286,14,Ritchie,322,,50,1312,Newcastle,Matt,Ritchie,MattRitchie,Matt_Ritchie,Matt_Ritchie,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Matt_Ritchie,2017-18,91
287,14,Fernández,323,,50,2617,Newcastle,Federico,Fernández,FedericoFernández,Federico_Fernández,Federico_Fernández,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Federico_Fern%C3%A1ndez,2017-18,94
288,14,Clark,324,,45,1186,Newcastle,Ciaran,Clark,CiaranClark,Ciaran_Clark,Ciaran_Clark,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Ciaran_Clark,2017-18,91
289,14,Darlow,325,,50,0,Newcastle,Karl,Darlow,KarlDarlow,Karl_Darlow,Karl_Darlow,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Karl_Darlow,2017-18,90
290,14,Dubravka,326,0.0,50,3420,Newcastle,Martin,Dubravka,MartinDubravka,Martin_Dubravka,Martin_Dubravka,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Martin_Dubravka,2017-18,93
291,14,Lejeune,327,,45,440,Newcastle,Florian,Lejeune,FlorianLejeune,Florian_Lejeune,Florian_Lejeune,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Florian_Lejeune,2017-18,93
292,14,Lascelles,328,100.0,45,2076,Newcastle,Jamaal,Lascelles,JamaalLascelles,Jamaal_Lascelles,Jamaal_Lascelles,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Jamaal_Lascelles,2017-18,93
293,14,Gayle,329,25.0,60,842,Newcastle,Dwight,Gayle,DwightGayle,Dwight_Gayle,Dwight_Gayle,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Dwight_Gayle,2017-18,91
294,14,Atsu,330,,55,738,Newcastle,Christian,Atsu,ChristianAtsu,Christian_Atsu,Christian_Atsu,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Christian_Atsu,2017-18,92
295,14,Dummett,331,,45,1227,Newcastle,Paul,Dummett,PaulDummett,Paul_Dummett,Paul_Dummett,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Paul_Dummett,2017-18,91
296,14,Manquillo,332,,45,1597,Newcastle,Javier,Manquillo,JavierManquillo,Javier_Manquillo,Javier_Manquillo,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Javier_Manquillo,2017-18,93
298,14,Yedlin,335,,45,934,Newcastle,DeAndre,Yedlin,DeAndreYedlin,DeAndre_Yedlin,DeAndre_Yedlin,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/DeAndre_Yedlin,2017-18,92
299,14,Hayden,336,,50,2220,Newcastle,Isaac,Hayden,IsaacHayden,Isaac_Hayden,Isaac_Hayden,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Isaac_Hayden,2017-18,91
300,14,Aarons,337,,50,0,Newcastle,Rolando,Aarons,RolandoAarons,Rolando_Aarons,Rolando_Aarons,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Rolando_Aarons,2017-18,92
304,14,Hendrick,485,,50,1930,Newcastle,Jeff,Hendrick,JeffHendrick,Jeff_Hendrick,Jeff_Hendrick,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Jeff_Hendrick,2017-18,92
311,15,Norwood,349,,50,3089,Sheffield Utd,Oliver,Norwood,OliverNorwood,Oliver_Norwood,Oliver_Norwood,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Oliver_Norwood,2017-18,92
318,15,McBurnie,357,,60,2105,Sheffield Utd,Oliver,McBurnie,OliverMcBurnie,Oliver_McBurnie,Oliver_McBurnie,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Oliver_McBurnie,2017-18,93
320,15,Mousset,359,,60,1223,Sheffield Utd,Lys,Mousset,LysMousset,Lys_Mousset,Lys_Mousset,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Lys_Mousset,2017-18,90
323,15,Ramsdale,483,,50,3330,Sheffield Utd,Aaron,Ramsdale,AaronRamsdale,Aaron_Ramsdale,Aaron_Ramsdale,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Aaron_Ramsdale,2017-18,92
324,16,Long,361,,55,1386,Southampton,Shane,Long,ShaneLong,Shane_Long,Shane_Long,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Shane_Long,2017-18,89
325,16,Bertrand,362,,50,2742,Southampton,Ryan,Bertrand,RyanBertrand,Ryan_Bertrand,Ryan_Bertrand,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Ryan_Bertrand,2017-18,92
326,16,McCarthy,363,,45,2520,Southampton,Alex,McCarthy,AlexMcCarthy,Alex_McCarthy,Alex_McCarthy,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Alex_McCarthy,2017-18,92
327,16,Oriol Romeu,364,,45,1855,Southampton,Oriol,Romeu Vidal,OriolRomeu Vidal,Oriol_Romeu Vidal,Oriol_Romeu Vidal,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Oriol_Romeu%20Vidal,2017-18,94
328,16,Redmond,365,,65,2763,Southampton,Nathan,Redmond,NathanRedmond,Nathan_Redmond,Nathan_Redmond,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Nathan_Redmond,2017-18,92
329,16,Ings,366,,85,2800,Southampton,Danny,Ings,DannyIngs,Danny_Ings,Danny_Ings,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Danny_Ings,2017-18,89
330,16,Stephens,367,,50,2451,Southampton,Jack,Stephens,JackStephens,Jack_Stephens,Jack_Stephens,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Jack_Stephens,2017-18,92
333,16,Ward-Prowse,370,,60,3420,Southampton,James,Ward-Prowse,JamesWard-Prowse,James_Ward-Prowse,James_Ward-Prowse,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/James_Ward-Prowse,2017-18,94
334,16,Boufal,372,,55,753,Southampton,Sofiane,Boufal,SofianeBoufal,Sofiane_Boufal,Sofiane_Boufal,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Sofiane_Boufal,2017-18,92
336,16,Walker-Peters,375,,45,944,Southampton,Kyle,Walker-Peters,KyleWalker-Peters,Kyle_Walker-Peters,Kyle_Walker-Peters,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Kyle_Walker-Peters,2017-18,94
337,16,Bednarek,376,,45,3057,Southampton,Jan,Bednarek,JanBednarek,Jan_Bednarek,Jan_Bednarek,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Jan_Bednarek,2017-18,91
342,16,Obafemi,381,,50,655,Southampton,Michael,Obafemi,MichaelObafemi,Michael_Obafemi,Michael_Obafemi,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Michael_Obafemi,2017-18,93
345,17,Lloris,383,,55,1808,Spurs,Hugo,Lloris,HugoLloris,Hugo_Lloris,Hugo_Lloris,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Hugo_Lloris,2017-18,90
346,17,Rose,384,,50,1753,Spurs,Danny,Rose,DannyRose,Danny_Rose,Danny_Rose,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Danny_Rose,2017-18,89
347,17,Sissoko,385,,50,2451,Spurs,Moussa,Sissoko,MoussaSissoko,Moussa_Sissoko,Moussa_Sissoko,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Moussa_Sissoko,2017-18,92
348,17,Alderweireld,386,,55,2957,Spurs,Toby,Alderweireld,TobyAlderweireld,Toby_Alderweireld,Toby_Alderweireld,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Toby_Alderweireld,2017-18,94
349,17,Lamela,387,,60,1203,Spurs,Erik,Lamela,ErikLamela,Erik_Lamela,Erik_Lamela,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Erik_Lamela,2017-18,90
350,17,Kane,388,,105,2588,Spurs,Harry,Kane,HarryKane,Harry_Kane,Harry_Kane,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Harry_Kane,2017-18,89
351,17,Aurier,389,,55,2699,Spurs,Serge,Aurier,SergeAurier,Serge_Aurier,Serge_Aurier,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Serge_Aurier,2017-18,91
352,17,Son,390,,90,2478,Spurs,Heung-Min,Son,Heung-MinSon,Heung-Min_Son,Heung-Min_Son,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Heung-Min_Son,2017-18,92
353,17,Dier,391,,50,1340,Spurs,Eric,Dier,EricDier,Eric_Dier,Eric_Dier,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Eric_Dier,2017-18,88
354,17,Lucas Moura,392,,70,2235,Spurs,Lucas,Rodrigues Moura da Silva,LucasRodrigues Moura da Silva,Lucas_Rodrigues Moura da Silva,Lucas_Rodrigues Moura da Silva,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Lucas_Rodrigues%20Moura%20da%20Silva,2017-18,97
355,17,Gazzaniga,393,,45,1612,Spurs,Paulo,Gazzaniga,PauloGazzaniga,Paulo_Gazzaniga,Paulo_Gazzaniga,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Paulo_Gazzaniga,2017-18,93
356,17,Alli,394,,80,1845,Spurs,Bamidele,Alli,BamideleAlli,Bamidele_Alli,Bamidele_Alli,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Bamidele_Alli,2017-18,92
357,17,Davies,395,,50,1430,Spurs,Ben,Davies,BenDavies,Ben_Davies,Ben_Davies,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Ben_Davies,2017-18,89
358,17,Højbjerg,396,,50,2750,Spurs,Pierre-Emile,Højbjerg,Pierre-EmileHøjbjerg,Pierre-Emile_Højbjerg,Pierre-Emile_Højbjerg,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Pierre-Emile_H%C3%B8jbjerg,2017-18,95
359,17,Winks,397,,55,2223,Spurs,Harry,Winks,HarryWinks,Harry_Winks,Harry_Winks,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Harry_Winks,2017-18,90
360,17,Sánchez,398,,55,2431,Spurs,Davinson,Sánchez,DavinsonSánchez,Davinson_Sánchez,Davinson_Sánchez,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Davinson_S%C3%A1nchez,2017-18,93
366,17,Foyth,406,,45,66,Spurs,Juan,Foyth,JuanFoyth,Juan_Foyth,Juan_Foyth,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Juan_Foyth,2017-18,89
368,17,Hart,482,100.0,45,0,Spurs,Joe,Hart,JoeHart,Joe_Hart,Joe_Hart,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Joe_Hart,2017-18,86
369,18,Gibbs,407,,45,0,West Brom,Kieran,Gibbs,KieranGibbs,Kieran_Gibbs,Kieran_Gibbs,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Kieran_Gibbs,2017-18,91
370,18,Robson-Kanu,408,,55,0,West Brom,Hal,Robson-Kanu,HalRobson-Kanu,Hal_Robson-Kanu,Hal_Robson-Kanu,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Hal_Robson-Kanu,2017-18,93
371,18,Livermore,409,,50,0,West Brom,Jake,Livermore,JakeLivermore,Jake_Livermore,Jake_Livermore,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Jake_Livermore,2017-18,92
373,18,Phillips,411,,55,0,West Brom,Matt,Phillips,MattPhillips,Matt_Phillips,Matt_Phillips,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Matt_Phillips,2017-18,92
374,18,Bartley,412,,45,0,West Brom,Kyle,Bartley,KyleBartley,Kyle_Bartley,Kyle_Bartley,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Kyle_Bartley,2017-18,91
376,18,Hegazi,414,,45,0,West Brom,Ahmed El-Sayed,Hegazy,Ahmed El-SayedHegazy,Ahmed El-Sayed_Hegazi,Ahmed El-Sayed_Hegazi,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Ahmed%20El-Sayed_Hegazi,2017-18,95
377,18,Austin,415,,55,0,West Brom,Charlie,Austin,CharlieAustin,Charlie_Austin,Charlie_Austin,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Charlie_Austin,2017-18,92
381,18,Leko,420,0.0,45,0,West Brom,Jonathan,Leko,JonathanLeko,Jonathan_Leko,Jonathan_Leko,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Jonathan_Leko,2017-18,92
384,18,Field,423,,50,0,West Brom,Sam,Field,SamField,Sam_Field,Sam_Field,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Sam_Field,2017-18,88
385,18,Burke,424,,45,0,West Brom,Oliver,Burke,OliverBurke,Oliver_Burke,Oliver_Burke,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Oliver_Burke,2017-18,91
387,18,Harper,426,,45,0,West Brom,Rekeem,Harper,RekeemHarper,Rekeem_Harper,Rekeem_Harper,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Rekeem_Harper,2017-18,92
389,19,Noble,427,,50,2675,West Ham,Mark,Noble,MarkNoble,Mark_Noble,Mark_Noble,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Mark_Noble,2017-18,89
390,19,Snodgrass,428,,60,1504,West Ham,Robert,Snodgrass,RobertSnodgrass,Robert_Snodgrass,Robert_Snodgrass,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Robert_Snodgrass,2017-18,93
392,19,Randolph,430,,45,180,West Ham,Darren,Randolph,DarrenRandolph,Darren_Randolph,Darren_Randolph,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Darren_Randolph,2017-18,93
393,19,Fabianski,431,,50,2117,West Ham,Lukasz,Fabianski,LukaszFabianski,Lukasz_Fabianski,Lukasz_Fabianski,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Lukasz_Fabianski,2017-18,93
394,19,Ogbonna,432,,50,2786,West Ham,Angelo,Ogbonna,AngeloOgbonna,Angelo_Ogbonna,Angelo_Ogbonna,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Angelo_Ogbonna,2017-18,92
396,19,Wilshere,434,,50,209,West Ham,Jack,Wilshere,JackWilshere,Jack_Wilshere,Jack_Wilshere,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Jack_Wilshere,2017-18,92
397,19,Cresswell,435,,50,2727,West Ham,Aaron,Cresswell,AaronCresswell,Aaron_Cresswell,Aaron_Cresswell,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Aaron_Cresswell,2017-18,93
399,19,Antonio,437,,65,1767,West Ham,Michail,Antonio,MichailAntonio,Michail_Antonio,Michail_Antonio,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Michail_Antonio,2017-18,93
401,19,Lanzini,439,,65,1370,West Ham,Manuel,Lanzini,ManuelLanzini,Manuel_Lanzini,Manuel_Lanzini,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Manuel_Lanzini,2017-18,92
404,19,Masuaku,442,,45,930,West Ham,Arthur,Masuaku,ArthurMasuaku,Arthur_Masuaku,Arthur_Masuaku,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Arthur_Masuaku,2017-18,92
405,19,Hugill,444,0.0,55,0,West Ham,Jordan,Hugill,JordanHugill,Jordan_Hugill,Jordan_Hugill,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Jordan_Hugill,2017-18,92
407,19,Diangana,446,,55,0,West Ham,Grady,Diangana,GradyDiangana,Grady_Diangana,Grady_Diangana,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Grady_Diangana,2017-18,92
409,19,Rice,448,,50,3420,West Ham,Declan,Rice,DeclanRice,Declan_Rice,Declan_Rice,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Declan_Rice,2017-18,90
411,19,Johnson,452,,40,270,West Ham,Ben,Johnson,BenJohnson,Ben_Johnson,Ben_Johnson,/vaastav/Fantasy-Premier-League/tree/master/data/2017-18/players/Ben_Johnson,2017-18,90
